Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
CHAT,Scrypt,PoW/PoS,1000000000.0,1000000000.0,-0.3143609552714206,1.0595943081300025,-0.5524840251968959,1,OpenChat
CDN,Scrypt,PoW,99843408.32,100000000.0,-0.16432451796258343,-1.146883297250878,-0.0738872038696407,0,Canada eCoin
ZOI,Lyra2RE,PoW,18545757.5,21000000.0,-0.13409095979430488,-2.2142157888625302,0.3038698617725423,0,Zoin
RNS,Scrypt,PoS,36050365.0,34426423.0,-0.3023835309381611,0.7358208244212706,-0.33742922711640766,1,RenosCoin
DBIX,Dagger-Hashimoto,PoW,2232901.0,2232901.0,-0.15894290503971004,-2.2667688633452907,0.20028705812373915,0,DubaiCoin
XVP,X11,PoW/PoS,13162749.09,100000000.0,-0.3816527343394799,1.3126440587821502,-0.436649938686239,1,VirtacoinPlus
TAJ,Blake2S,PoW/PoS,12184195.93,36900000.0,-0.41845926281321316,1.9630043406019506,-0.3776602493065467,1,TajCoin
IMX,X11,PoW/PoS,110630387.9,110000000.0,-0.3803897138463435,1.3126930864916617,-0.4366700270198453,1,Impact
EB3,Scrypt,PoW,64096052.0,4000000000.0,-0.13707031533564093,-1.1484371945120835,-0.07397893474900812,0,EB3coin
ATMOS,PoS,PoS,111135836.9,110290030.0,-0.3746534595906668,1.3905824686099821,-0.2743143880314011,1,Atmos
HPC,X11,PoW/PoS,21521322.01,100000000.0,-0.38155051004656015,1.312648600688327,-0.4366516396394588,1,HappyCoin
CXT,NIST5,PoW,10123200.0,48252000.0,-0.19598439272817653,-0.6137377919688426,0.07531982748997203,0,Coinonat
MCRN,PoS,PoS,401421401.0,400000000.0,-0.369046259827027,1.3906262171351753,-0.27438081515222484,1,MacronCoin
RAIN,X11,PoW/PoS,121665451.6,500000000.0,-0.37748561757989757,1.3125456354816916,-0.4366821731733342,1,Condensate
IMS,Scrypt,PoW/PoS,5368934.0,21212121.0,-0.3334749101615546,1.0594389510948226,-0.552256772214681,1,Independent Money System
ARGUS,Scrypt,PoW/PoS,1148324.0,28600000.0,-0.3334740711189264,1.0594337508925973,-0.5522561008775011,1,ArgusCoin
LMC,Scrypt,PoW/PoS,500000.0,1000000000.0,-0.32658471424931723,1.0590511968516263,-0.5522806289043329,1,LomoCoin
PROC,SHA-256,PoS,100545745.0,75000000000.0,0.24771138770528406,0.5507077987178899,-0.04949722595906261,1,ProCurrency
XGR,X11,PoW/PoS,17171382.0,40000000.0,-0.38202973062268925,1.3126698442781832,-0.43664923127524163,1,GoldReserve
BENJI,Scrypt,PoW,20276099.15,35520400.0,-0.16575544423435487,-1.1469011629794454,-0.07386937519898487,0,BenjiRolls
GRW,Scrypt,PoS,295135466.4,2000000000.0,-0.2852586807306149,0.7351882429800584,-0.3375318484761425,1,GrowthCoin
ILC,SHA-256,PoW,1317747500.0,2500000000.0,-0.11536495985112714,-1.3028183249906673,0.21565223045702536,0,ILCoin
PHR,PoS,PoS,11390225.97,30000000.0,-0.37644342362983596,1.3905598590215464,-0.27429205175229365,1,Phreak
DEA,Scrypt,PoW/PoS,21358764.0,105000000.0,-0.3326844327897661,1.0594146729736598,-0.5522621531527895,1,Degas Coin
HTML5,X15,PoW/PoS,40659020000.0,90000000000.0,0.8609719383328882,1.9182207219658363,-0.5251392601162397,1,HTML5 Coin
USC,SHA-256,PoS,10343113.0,200084200.0,-0.2844978079036868,0.5800891515767207,-0.04757999930721728,1,Ultimate Secure Cash
EQT,Scrypt,PoW,13673406.43,72000000.0,-0.16557717618813342,-1.1469191038349347,-0.07386895763503885,0,EquiTrader
QTUM,POS 3.0,PoS,100000000.0,100000000.0,-0.3801498591948708,1.243065451645355,-0.18031658367957845,1,QTUM
QRL,CryptoNight-V7,PoW,69036016.83,105000000.0,-0.14049637045650082,-2.261600917532464,0.35628649075849966,0,Quantum Resistant Ledger
ESP,536,PoW/PoS,22801882871.0,50000000000.0,0.5841767173961361,2.01124970792656,-0.6555420688320427,1,Espers
DYN,Argon2d,PoW,19784224.65,0.0,-0.15027570109390534,-2.2803840687997146,0.5711631414325439,0,Dynamic
NANO,Blake2b,PoW,133248297.0,340282367.0,-0.028657820559808467,-2.2298759977070204,0.4399024414986814,0,Nano
CHAN,Cloverhash,PoW,18407259.09,30000000.0,-0.15128886931468033,-2.2747664250457107,0.1395914334512261,0,ChanCoin
DCY,CryptoNight,PoW,1809467143.0,2000000000.0,0.3404712136634256,-2.3507118870343153,0.41333590832509914,0,Dinastycoin
DNR,NIST5,PoW/PoS,4171382.0,10000000.0,-0.36376434483124215,1.5926166090545981,-0.4030687840860514,1,Denarius
DP,X11,PoW,35138975.0,100000000.0,-0.21394840856472352,-0.8936865844273703,0.04173638301939363,0,DigitalPrice
VUC,NIST5,PoW/PoS,62942075.0,120000000.0,-0.36226454750913584,1.5926052640474753,-0.40308353626687726,1,Virta Unique Coin
BTPL,Skein,PoW/PoS,6804362.0,100000000.0,-0.4036038784244089,2.0537567055017507,-0.5735127806521589,1,Bitcoin Planet
UNIFY,Scrypt,PoW,18133195.0,19276800.0,-0.1658969870241741,-1.1468959362786904,-0.07386852676217255,0,Unify
BRIT,X13,PoW/PoS,21268092.0,30000000.0,-0.2813477118679322,1.905838704813169,-0.5356201425110333,1,BritCoin
SOCC,Scrypt,PoW,5167775.0,75000000.0,-0.1656598979201751,-1.1469249060138609,-0.0738673029136976,0,SocialCoin
ARC,X11,PoW,26042364.37,60000000.0,-0.2143436732046274,-0.8936757891885515,0.04173924960180476,0,ArcticCoin
DAS,X11,PoW,2622886.0,18900000.0,-0.21492191510265882,-0.8936723439521338,0.041745058784349594,0,DAS
LINDA,Scrypt,PoW/PoS,9044930943.0,50000000000.0,0.13194497840203503,1.0446865135028596,-0.5553650668428738,1,Linda
XLC,CryptoNight,PoW,14161803.0,54000000.0,0.30469756299668327,-2.3509217628217014,0.4137506506000234,0,LeviarCoin
ONION,X13,PoW/PoS,21917018.05,18898187.62,-0.2814186024039837,1.9058434254871601,-0.5356199927356149,1,DeepOnion
BTX,Time Travel,PoW,17801865.16,21000000.0,-0.16178745164306305,-2.3088478942344963,0.44853042013337074,0,Bitcore
GCN,Scrypt,PoW,163055000000.0,200000000000.0,3.2479576595639115,-1.136987805445597,-0.1121229203160234,0,gCn Coin
SMART,Keccak,PoW,2241009149.0,5000000000.0,-0.1366945028747729,-1.233029169626755,0.19768490536584768,0,SmartCash
SIGT,SkunkHash v2 Raptor,PoS,107972766.0,137500000.0,-0.3904998227470657,1.3076004700125725,-0.09793482377536608,1,Signatum
ONX,X11,PoW,122475638.4,1100000000.0,-0.20577993621203716,-0.894032581724799,0.04169322418036389,0,Onix
CRM,Skein,PoW/PoS,47331802.48,100000000.0,-0.40310823293724696,2.0537787274227193,-0.5735210279069269,1,Cream
BCH,SHA-256,PoW,17995589.65,21000000.0,-0.1488625442878048,-1.302549214206996,0.21597965931701948,0,Bitcoin Cash
XMCC,X11,PoW/PoS,12569262.54,9507271.0,-0.3823025231938584,1.3126793410679014,-0.4366475206645544,1,Monoeci
DFT,Scrypt,PoS,18663297.35,17405891.2,-0.3027170244178681,0.7358180733905443,-0.3374252567989872,1,Draftcoin
VET,VeChainThor Authority,Proof of Authority,55454734800.0,86712634466.0,4.319669747362015,1.2470847828109823,1.2720207003818333,1,Vechain
SOJ,Scrypt,PoW,485214.0,10500000000.0,-0.0916959540514566,-1.1510292141524214,-0.07413099906200278,0,Sojourn Coin
STCN,PoS,PoS,4000000.0,61599965.0,-0.3763094341614752,1.3905434101485081,-0.2742913500524638,1,Stakecoin
NYC,Scrypt,PoW,143007000000.0,0.0,1.582701953086845,-1.0691906366324029,-0.10296599176447403,0,NewYorkCoin
FRAZ,Scrypt,PoW,9704042.0,20000000.0,-0.16599493952513472,-1.1469008010832134,-0.07386682980519932,0,FrazCoin
KRONE,Scrypt,PoW,17453749.4,84000000.0,-0.1654457387986015,-1.1469217711155801,-0.07387003155941861,0,Kronecoin
ACC,Scrypt,PoW,32646731.06,100000000.0,-0.16514632485297046,-1.1469198107809326,-0.0738735294774173,0,AdCoin
LINX,Scrypt,PoW,33716526.0,100000000.0,-0.16513324139573946,-1.146919229472581,-0.07387374717859248,0,Linx
XCXT,Scrypt,PoW/PoS,19539588.0,48252000.0,-0.33310961208352646,1.059436012223374,-0.552260342349361,1,CoinonatX
ETHD,Scrypt,PoW/PoS,4200000.0,4200000.0,-0.3336099981919138,1.059445009412457,-0.5522561024692134,1,Ethereum Dark
SUMO,CryptoNight,PoW,8946653.0,88888888.0,0.3048815058939742,-2.350938323837229,0.4137508261835566,0,Sumokoin
ODN,SHA-512,PoS,25000000.0,91388946.0,-0.32964369654522224,1.567338103449968,-0.10724576520279246,1,Obsidian
ADA,Ouroboros,PoS,25927070538.0,45000000000.0,0.628001208028791,1.4111797285952261,-0.19239538281571328,1,Cardano
REC,X11,PoW/PoS,7262402.043,27000000.0,-0.3822432208258134,1.3126695748164152,-0.4366468847992386,1,Regalcoin
BTCZ,Equihash,PoW,5211553258.0,21000000000.0,0.065950293789727,-1.9795664309949257,0.38808103041840847,0,BitcoinZ
TZC,NeoScrypt,PoW/PoS,182638400.0,400000000.0,-0.33737747348675934,0.5795322435799011,-0.2848360532591618,1,TrezarCoin
ELM,X11,PoW,2702855669.0,1800000000.0,-0.16925196460557965,-0.892905865347477,0.04115035169824582,0,Elements
TER,Scrypt,PoW/PoS,1140734.917,15733333.0,-0.3335655218483171,1.0594388092175313,-0.5522557726999412,1,TerraNovaCoin
VIVO,NeoScrypt,PoW,4165967.575,27000000.0,-0.17477304230708454,-1.6267605614686336,0.19360052833353347,0,VIVO Coin
RUP,Lyra2REv2,PoS,24000000.0,24000000.0,-0.3318290221432087,0.5992281378766567,-0.024094212821783288,1,Rupee
BTG,Equihash,PoW,17202361.09,21000000.0,-0.14653433066796476,-1.9741346697451394,0.389670643527706,0,Bitcoin Gold
WOMEN,Scrypt,PoW/PoS,48459472454.0,25000000000.0,0.43647095221433585,1.0759400679489373,-0.5627511988735581,1,WomenCoin
MAY,SHA-256,PoW/PoS,92050800.0,100000000.0,-0.3148314895835173,0.9038025279398754,-0.26242821009174944,1,Theresa May Coin
NAMO,NIST5,PoW/PoS,560563220.0,1200000000.0,-0.3485103191995674,1.5924507319859091,-0.4032122180743306,1,NamoCoin
